"Country","Jurisdiction","Current date","Outdated coding in days (avg.)","Flagged days (total)","Forgotten boxes (total)","C1: School closing","C2: Workplace closing","C3: Cancel public events","C4: Restrictions on gatherings","C5: Close public transport","C6: Stay at home requirements","C7: Restrictions on internal movement","C8: International travel controls","E1: Income support","E2: Debt/contract relief","E3: Fiscal measures","E4: International support","H1: Public information campaigns","H2: Testing policy","H3: Contact tracing","H4: Emergency investment in healthcare","H5: Investment in vaccines","H6: Facial Coverings","H7: Vaccination policy","H8: Protection of elderly people","Missing days (avg.)"
"Australia","South Australia",2022-05-09,12,0,"7",2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,-Inf,-Inf,2022-04-27,2022-04-27,2022-04-27,-Inf,-Inf,2022-04-27,2022-04-27,2022-04-27,12.4375
"Australia","Tasmania",2022-05-09,12,0,"53",2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2021-03-31,2021-03-31,2022-04-27,2022-04-27,2022-04-27,2021-03-31,2021-03-31,2022-04-27,2022-04-27,2022-04-27,15.3125
"Australia","Victoria",2022-05-09,12,0,"122",2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2021-02-14,2021-02-14,2022-04-27,2022-04-27,2022-04-27,2021-02-14,2022-01-21,2022-04-27,2022-04-27,2022-04-27,19.625
"Australia","Western Australia",2022-05-09,12,0,"154",2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,-Inf,-Inf,2022-04-27,2022-04-27,2022-04-27,-Inf,-Inf,2022-04-27,2022-04-27,2022-04-27,21.625
"Australia","National Government",2022-05-09,6,0,"0",2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2021-08-13,2021-08-13,2022-05-03,2022-05-03,2022-05-03,2021-08-13,2022-05-03,2022-05-03,2022-05-03,2022-05-03,6
"Austria","National Government",2022-05-09,7,0,"63",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-08-13,2021-08-13,2022-05-02,2022-05-02,2022-05-02,2021-08-13,2022-05-02,2022-05-02,2022-05-02,2022-05-02,10.9375
"Azerbaijan","National Government",2022-05-09,8.75,3,"0",2022-05-02,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2021-08-17,2021-08-17,2022-04-30,2022-04-30,2022-04-30,2021-08-17,2022-04-30,2022-05-02,2022-04-30,2022-04-30,8.75
"Bahamas","National Government",2022-05-09,7,0,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-08-01,2021-08-01,2022-05-02,2022-05-02,2022-05-02,2021-08-01,2022-05-02,2022-05-02,2022-05-02,2022-05-02,7
"Bahrain","National Government",2022-05-09,14,1,"16",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2021-08-16,2021-08-16,2022-04-25,2022-04-25,2022-04-25,2021-08-16,2022-04-03,2022-04-25,2022-04-25,2022-04-25,15
"Bangladesh","National Government",2022-05-09,1,0,"0",2022-05-08,2022-05-08,2022-05-08,2022-05-08,2022-05-08,2022-05-08,2022-05-08,2022-05-08,2022-05-08,2022-05-08,2021-07-28,2021-07-28,2022-05-08,2022-05-08,2022-05-08,2021-07-22,2022-05-08,2022-05-08,2022-05-08,2022-05-08,1
"Barbados","National Government",2022-05-09,7,0,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-08-16,2021-08-16,2022-05-02,2022-05-02,2022-05-02,2021-08-16,2022-03-28,2022-05-02,2022-05-02,2022-05-02,7
"Belarus","National Government",2022-05-09,7,0,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-08-16,2021-08-16,2022-05-02,2022-05-02,2022-05-02,2021-08-16,2022-05-02,2022-05-02,2022-05-02,2022-05-02,7
"Belgium","National Government",2022-05-09,10,0,"0",2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2021-08-16,2021-08-16,2022-04-29,2022-04-29,2022-04-29,2021-08-16,2022-04-29,2022-04-29,2022-04-29,2022-04-29,10
"Belize","National Government",2022-05-09,0.4375,0,"0",2022-05-09,2022-05-09,2022-05-09,2022-05-09,2022-05-08,2022-05-09,2022-05-09,2022-05-08,2022-05-08,2022-05-08,2021-08-09,2021-08-09,2022-05-08,2022-05-08,2022-05-09,2021-08-09,2022-05-08,2022-05-08,2022-05-09,2022-05-09,0.4375
"Benin","National Government",2022-05-09,8.5,0,"0",2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-05-01,2022-05-01,2021-08-15,2021-08-15,2022-05-01,2022-05-01,2022-05-01,2021-08-15,2022-05-01,2022-05-01,2022-05-01,2022-05-01,8.5
"Bermuda","National Government",2022-05-09,14,0,"0",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2021-08-02,2021-08-02,2022-04-25,2022-04-25,2022-04-25,2021-08-02,2022-04-25,2022-04-25,2022-04-25,2022-04-25,14
"Bhutan","National Government",2022-05-09,1,3,"0",2022-05-08,2022-05-08,2022-05-08,2022-05-08,2022-05-08,2022-05-08,2022-05-08,2022-05-08,2022-05-08,2022-05-08,2021-08-09,2021-08-09,2022-05-08,2022-05-08,2022-05-08,2021-08-09,2022-05-08,2022-05-08,2022-05-08,2022-05-08,1
"Bolivia","National Government",2022-05-09,12.1875,0,"0",2022-05-09,2022-05-09,2022-05-09,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2021-07-26,2021-07-26,2022-04-24,2022-04-24,2022-04-24,2021-07-26,2022-04-24,2022-04-24,2022-04-24,2022-04-24,12.1875
"Bosnia and Herzegovina","National Government",2022-05-09,8,1,"0",2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2021-08-17,2021-08-17,2022-05-01,2022-05-01,2022-05-01,2021-08-17,2022-03-27,2022-05-01,2022-05-01,2022-05-01,8
"Botswana","National Government",2022-05-09,21,0,"0",2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2021-08-09,2021-08-09,2022-04-18,2022-04-18,2022-04-18,2021-08-09,2022-04-18,2022-04-18,2022-04-18,2022-04-18,21
"Brazil","Distrito Federal",2022-05-09,Inf,0,"-Inf",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,860
"Brazil","Santa Catarina",2022-05-09,484.625,0,"72",2020-12-29,2020-12-29,2020-12-29,2020-12-29,2020-12-29,2020-12-29,2020-12-29,2020-12-29,2020-12-29,2020-12-29,-Inf,-Inf,2020-12-29,2021-03-29,2020-12-29,-Inf,-Inf,2020-12-29,2021-04-02,2020-12-27,489.125
"Brazil","Minas Gerais",2022-05-09,69.6875,0,"73",2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-02-25,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,-Inf,-Inf,2022-03-01,2022-02-22,2022-03-01,74.25
"Brazil","Acre",2022-05-09,69.25,0,"2",2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-02-25,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,69.375
"Brazil","Alagoas",2022-05-09,69.25,0,"63",2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-02-25,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,73.1875
"Brazil","Amazonas",2022-05-09,69.25,0,"1",2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-02-25,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,69.3125
"Brazil","Amapa",2022-05-09,69.25,0,"1",2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-02-25,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,69.3125
"Brazil","Bahia",2022-05-09,69.25,0,"1",2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-02-25,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,69.3125
"Brazil","Ceara",2022-05-09,69.25,0,"1",2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-02-25,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,69.3125
"Brazil","Espirito Santo",2022-05-09,69.25,0,"3",2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-02-25,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,69.4375
"Brazil","Goias",2022-05-09,69.25,0,"1",2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-02-25,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,69.3125
"Brazil","Maranhao",2022-05-09,69.25,0,"7",2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-02-25,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,69.6875
"Brazil","Mato Grosso do Sul",2022-05-09,69.25,0,"21",2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-02-25,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,70.5625
"Brazil","Mato Grosso",2022-05-09,69.25,0,"3",2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-02-25,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,69.4375
"Brazil","Para",2022-05-09,69.25,0,"2",2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-02-25,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,69.375
"Brazil","Paraiba",2022-05-09,69.25,0,"1",2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-02-25,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,69.3125
"Brazil","Pernambuco",2022-05-09,69.25,0,"1",2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-02-25,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,69.3125
"Brazil","Piaui",2022-05-09,69.25,0,"1",2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-02-25,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,69.3125
"Brazil","Parana",2022-05-09,69.25,0,"2",2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-02-25,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,69.375
"Brazil","Rio de Janeiro",2022-05-09,69.25,0,"28",2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-02-25,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,71
"Brazil","Rio Grande do Norte",2022-05-09,69.25,0,"72",2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-02-25,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,73.75
"Brazil","Rondonia",2022-05-09,69.25,0,"1",2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-02-25,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,69.3125
"Brazil","Roraima",2022-05-09,69.25,0,"1",2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-02-25,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,69.3125
"Brazil","Rio Grande do Sul",2022-05-09,69.25,0,"2",2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-02-25,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,69.375
"Brazil","Sergipe",2022-05-09,69.25,0,"5",2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-02-25,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,69.5625
"Brazil","Sao Paulo",2022-05-09,69.25,0,"4",2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-02-25,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,69.5
"Brazil","Tocantins",2022-05-09,69.25,0,"3",2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-02-25,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,-Inf,-Inf,2022-03-01,2022-03-01,2022-03-01,69.4375
"Brazil","National Government",2022-05-09,28.125,0,"0",2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-10,2022-04-10,2021-06-21,2021-06-21,2022-04-11,2022-04-11,2022-04-11,2021-06-21,2022-04-11,2022-04-11,2022-04-11,2022-04-11,28.125
"Brunei","National Government",2022-05-09,1,0,"0",2022-05-08,2022-05-08,2022-05-08,2022-05-08,2022-05-08,2022-05-08,2022-05-08,2022-05-08,2022-05-08,2022-05-08,2021-08-12,2021-08-12,2022-05-08,2022-05-08,2022-05-08,2021-08-12,2022-05-08,2022-05-08,2022-05-08,2022-05-08,1
"Bulgaria","National Government",2022-05-09,7,0,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-08-03,2021-08-03,2022-05-02,2022-05-02,2022-05-02,2021-08-03,2022-05-02,2022-05-02,2022-05-02,2022-05-02,7
"Burkina Faso","National Government",2022-05-09,8,0,"0",2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2021-08-16,2021-08-16,2022-05-01,2022-05-01,2022-05-01,2021-08-16,2022-05-01,2022-05-01,2022-05-01,2022-05-01,8
"Burundi","National Government",2022-05-09,7,0,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-08-16,2021-08-16,2022-05-02,2022-05-02,2022-05-02,2021-08-16,2022-05-02,2022-05-02,2022-05-02,2022-05-02,7
"Cambodia","National Government",2022-05-09,0,2,"0",2022-05-09,2022-05-09,2022-05-09,2022-05-09,2022-05-09,2022-05-09,2022-05-09,2022-05-09,2022-05-09,2022-05-09,2021-08-14,2021-08-14,2022-05-09,2022-05-09,2022-05-09,2021-08-14,2022-05-09,2022-05-09,2022-05-09,2022-05-09,0
"Cameroon","National Government",2022-05-09,7,0,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-08-14,2021-08-14,2022-05-02,2022-05-02,2022-05-02,2021-08-14,2022-05-02,2022-05-02,2022-05-02,2022-05-02,7
"Canada","Nunavut",2022-05-09,77.875,0,"13",2022-02-20,2022-02-20,2022-02-20,2022-02-20,2022-02-20,2022-02-20,2022-02-20,2022-02-22,2022-02-20,2022-02-20,2021-08-03,2021-08-03,2022-02-20,2022-02-20,2022-02-20,2021-08-03,2022-02-20,2022-02-20,2022-02-20,2022-02-20,78.6875
"Canada","New Brunswick",2022-05-09,44.25,5,"157",2022-03-13,2022-04-20,2022-04-20,2022-04-20,2022-03-14,2022-04-20,2022-03-14,2022-03-14,2022-03-14,2022-03-14,2021-08-15,2021-08-15,2022-04-05,2022-04-05,2022-03-13,2021-08-15,2022-03-14,2022-03-14,2022-03-13,2022-03-13,54.0625
"Canada","Newfoundland and Labrador",2022-05-09,37.4375,7,"62",2022-04-25,2022-03-31,2022-03-31,2022-03-31,2022-03-31,2022-03-31,2022-03-31,2022-03-31,2022-03-31,2022-03-31,2021-08-15,2021-08-15,2022-03-31,2022-03-31,2022-03-31,2021-08-15,2022-03-31,2022-03-31,2022-03-31,2022-03-31,41.3125
"Canada","Prince Edward Island",2022-05-09,28,0,"40",2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2021-07-23,2021-07-23,2022-04-11,2022-04-11,2022-04-11,2021-07-23,2022-04-11,2022-04-11,2022-04-11,2022-04-11,30.5
"Canada","Saskatchewan",2022-05-09,27.125,0,"258",2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-02-28,2022-02-28,2021-07-13,2021-07-13,2022-04-18,2022-04-18,2022-04-18,2021-06-14,2022-04-18,2022-04-18,2022-04-18,2022-04-18,43.25
"Canada","Yukon",2022-05-09,18.8125,0,"13",2022-04-22,2022-04-22,2022-04-22,2022-04-22,2022-04-22,2022-04-22,2022-04-22,2022-03-24,2022-04-22,2022-04-22,2021-08-04,2021-08-04,2022-04-22,2022-04-22,2022-04-22,2021-08-04,2022-04-22,2022-04-22,2022-04-22,2022-04-22,19.625
"Canada","British Columbia",2022-05-09,8,7,"13",2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2021-08-16,2021-08-16,2022-05-01,2022-05-01,2022-05-01,2021-08-16,2021-08-22,2022-05-01,2022-05-01,2022-05-01,8.8125
"Canada","Manitoba",2022-05-09,7.75,0,"253",2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-02,2022-05-02,2022-05-01,2022-05-01,2022-05-01,2021-08-16,2021-08-16,2022-05-01,2022-05-02,2022-05-01,2021-08-16,2022-05-01,2022-05-01,2022-05-01,2022-05-02,23.5625
"Canada","Northwest Territories",2022-05-09,6,0,"44",2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2021-08-15,2021-08-15,2022-05-03,2022-05-03,2022-05-03,2021-08-15,2022-05-03,2022-05-03,2022-05-03,2022-05-03,8.75
"Canada","Alberta",2022-05-09,5,0,"26",2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2021-08-16,2021-08-16,2022-05-04,2022-05-04,2022-05-04,2021-08-16,2022-05-08,2022-05-04,2022-05-04,2022-05-04,6.625
"Canada","Nova Scotia",2022-05-09,5,0,"13",2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2021-08-16,2021-08-16,2022-05-04,2022-05-04,2022-05-04,2021-08-16,2022-05-07,2022-05-04,2022-05-04,2022-05-04,5.8125
"Canada","Ontario",2022-05-09,5,0,"20",2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2021-06-21,2021-06-21,2022-05-04,2022-05-04,2022-05-04,2021-07-24,2022-05-04,2022-05-04,2022-05-04,2022-05-04,6.25
"Canada","Quebec",2022-05-09,5,0,"13",2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2021-07-06,2021-07-06,2022-05-04,2022-05-04,2022-05-04,2021-07-06,2022-05-08,2022-05-04,2022-05-04,2022-05-04,5.8125
"Canada","National Government",2022-05-09,1,2,"0",2022-05-08,2022-05-08,2022-05-08,2022-05-08,2022-05-08,2022-05-08,2022-05-08,2022-05-08,2022-05-08,2022-05-08,2021-08-13,2021-08-13,2022-05-08,2022-05-08,2022-05-08,2021-08-13,2022-05-08,2022-05-08,2022-05-08,2022-05-08,1
"Cape Verde","National Government",2022-05-09,12.25,0,"0",2022-05-09,2022-05-09,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2021-07-12,2021-07-12,2022-04-25,2022-04-25,2022-04-25,2021-07-12,2022-04-25,2022-04-25,2022-04-25,2022-04-25,12.25
